Date,Death,Death_increased,hospitalized,Negative_test,NegativeIncrease,Positive_test,PositiveIncrease,state,Recovered
20200911,14089.0,111,,,0,746191.0,3326,CA,
20200911,1985.0,6,7208.0,709735.0,5238,60492.0,307,CO,
20200911,4480.0,2,11357.0,,0,54326.0,233,CT,9142.0
20200911,616.0,0,,,0,14493.0,81,DC,11526.0
20200911,613.0,0,,238232.0,0,18466.0,0,DE,10027.0
20200911,12658.0,176,41494.0,4218375.0,22847,650922.0,3604,FL,
20200911,6246.0,42,26163.0,,0,290781.0,1658,GA,
20200911,23.0,2,,41150.0,378,1863.0,17,GU,1118.0
20200911,94.0,3,610.0,236191.0,7042,10423.0,169,HI,3176.0
20200911,1211.0,4,,602464.0,5000,71133.0,728,IA,52370.0
20200911,407.0,1,1551.0,239199.0,1345,34617.0,307,ID,17599.0
20200911,8505.0,44,,,0,259883.0,2312,IL,
20200911,3420.0,10,11651.0,1079599.0,17701,103505.0,1262,IN,
20200911,511.0,16,2537.0,400544.0,6540,48386.0,976,KS,
20200911,1044.0,9,4862.0,,0,55704.0,932,KY,10822.0
20200911,5202.0,41,,1880644.0,26479,157109.0,755,LA,140440.0
20200911,9180.0,14,12411.0,1803416.0,18963,123986.0,440,MA,107501.0
20200911,3828.0,4,14756.0,1318152.0,8503,114724.0,646,MD,7186.0
20200911,134.0,0,432.0,,0,4792.0,32,ME,4191.0
20200911,6900.0,6,,,0,122251.0,1405,MI,80678.0
20200911,1949.0,13,6863.0,1129844.0,6592,82716.0,467,MN,75757.0
20200911,1701.0,10,,997412.0,11079,99160.0,1569,MO,
20200911,2.0,0,4.0,14316.0,0,59.0,0,MP,29.0
20200911,2670.0,14,5410.0,529204.0,4288,89175.0,853,MS,74098.0
20200911,131.0,8,518.0,,0,8785.0,122,MT,6795.0
20200911,3023.0,33,,,0,182286.0,1532,NC,
20200911,163.0,0,630.0,200392.0,543,14654.0,241,ND,12177.0
20200911,430.0,9,2119.0,356439.0,3038,37373.0,456,NE,28513.0
20200911,434.0,0,720.0,219671.0,1585,7620.0,47,NH,6870.0
20200911,16017.0,9,22918.0,2944898.0,26658,199855.0,524,NJ,
20200911,818.0,2,3247.0,,0,26563.0,134,NM,14276.0
20200911,1439.0,10,,560476.0,5703,72806.0,260,NV,
20200911,25382.0,5,,,0,442791.0,880,NY,
20200911,4403.0,49,14236.0,,0,135326.0,1240,OH,113053.0
20200911,888.0,12,5369.0,907109.0,12099,67642.0,942,OK,57383.0
20200911,497.0,3,2222.0,568334.0,2728,28654.0,183,OR,5291.0
20200911,7837.0,17,,1652028.0,12679,142885.0,1008,PA,117165.0
20200911,523.0,11,,305972.0,0,17357.0,109,PR,
20200911,1071.0,4,2620.0,280118.0,1587,22905.0,123,RI,
20200911,3028.0,53,8353.0,915430.0,9563,129046.0,2454,SC,51431.0
20200911,177.0,0,1138.0,144846.0,1430,16117.0,283,SD,13425.0
20200911,2025.0,37,7624.0,,0,169859.0,1622,TN,152674.0
20200911,13997.0,144,,,0,653356.0,3547,TX,568067.0
20200911,431.0,1,3288.0,646486.0,4080,56675.0,656,UT,48021.0
20200911,2711.0,3,10155.0,,0,131640.0,1115,VA,
20200911,18.0,0,,16849.0,181,1201.0,4,VI,1124.0
20200911,58.0,0,,145563.0,1231,1668.0,8,VT,1493.0
20200911,1991.0,6,7018.0,,0,81135.0,536,WA,
20200911,1205.0,4,6263.0,1254034.0,8586,91625.0,1443,WI,75878.0
20200911,263.0,6,,,0,12174.0,157,WV,9062.0
20200911,42.0,0,227.0,82091.0,991,4264.0,65,WY,3724.0
20200910,42.0,0,270.0,,0,6022.0,114,AK,2351.0
20200910,2301.0,16,15339.0,870173.0,6191,135565.0,1148,AL,54223.0
20200910,940.0,12,4606.0,729375.0,12402,67803.0,548,AR,60668.0
20200910,0.0,0,,1571.0,0,0.0,0,AS,
20200910,5273.0,22,21611.0,1065732.0,3076,207002.0,461,AZ,
20200910,13978.0,137,,,0,742865.0,3338,CA,
20200910,1979.0,2,7186.0,704497.0,4065,60185.0,265,CO,
20200910,4478.0,4,11357.0,,0,54093.0,222,CT,9142.0
20200910,616.0,1,,,0,14412.0,25,DC,11498.0
20200910,613.0,4,,238232.0,2570,18466.0,158,DE,10027.0
20200910,12482.0,213,41279.0,4195528.0,16428,647318.0,2537,FL,
20200910,6204.0,76,26062.0,,0,289123.0,1836,GA,
20200910,21.0,0,,40772.0,435,1846.0,88,GU,1081.0
20200910,91.0,3,604.0,229149.0,1388,10254.0,98,HI,3120.0
20200910,1207.0,13,,597464.0,5392,70405.0,902,IA,51691.0
20200910,406.0,17,1536.0,237854.0,1301,34310.0,329,ID,17304.0
20200910,8461.0,28,,,0,257571.0,1953,IL,
20200910,3410.0,13,11591.0,1061898.0,5365,102243.0,758,IN,
20200910,495.0,0,2470.0,394004.0,0,47410.0,0,KS,
20200910,1035.0,22,4835.0,,0,54772.0,795,KY,10791.0
20200910,5161.0,21,,1854165.0,10093,156354.0,464,LA,140440.0
20200910,9166.0,20,12401.0,1784453.0,17526,123546.0,403,MA,107501.0
20200910,3824.0,8,14706.0,1309649.0,7702,114078.0,503,MD,7166.0
20200910,134.0,0,431.0,,0,4760.0,26,ME,4153.0
20200910,6894.0,7,,,0,120846.0,983,MI,80678.0
20200910,1936.0,15,6830.0,1123252.0,927,82249.0,381,MN,75425.0
20200910,1691.0,18,,986333.0,11899,97591.0,1116,MO,
20200910,2.0,0,4.0,14316.0,830,59.0,0,MP,29.0
20200910,2656.0,33,5410.0,524916.0,3083,88322.0,517,MS,74098.0
20200910,123.0,1,512.0,,0,8663.0,195,MT,6732.0
20200910,2990.0,32,,,0,180754.0,1222,NC,
20200910,163.0,3,624.0,199849.0,1000,14413.0,335,ND,11930.0
20200910,421.0,15,2108.0,353401.0,4529,36917.0,440,NE,28175.0
20200910,434.0,1,719.0,218086.0,1171,7573.0,56,NH,6867.0
20200910,16008.0,5,22888.0,2918240.0,22081,199331.0,490,NJ,
20200910,816.0,3,3238.0,,0,26429.0,161,NM,14120.0
20200910,1429.0,17,,554773.0,2157,72546.0,288,NV,
20200910,25377.0,7,,,0,441911.0,757,NY,
20200910,4354.0,30,14164.0,,0,134086.0,1121,OH,112140.0
20200910,876.0,13,5318.0,895010.0,7403,66700.0,771,OK,56531.0
20200910,494.0,8,2215.0,565606.0,2462,28471.0,116,OR,5277.0
20200910,7820.0,15,,1639349.0,13709,141877.0,587,PA,116339.0
20200910,512.0,12,,305972.0,0,17248.0,459,PR,
20200910,1067.0,5,2611.0,278531.0,2193,22782.0,106,RI,
20200910,2975.0,33,8295.0,905867.0,14761,126592.0,379,SC,51431.0
20200910,177.0,4,1120.0,143416.0,1098,15834.0,263,SD,13201.0
20200910,1988.0,57,7549.0,,0,168237.0,1650,TN,151202.0
20200910,13853.0,161,,,0,649809.0,4018,TX,564114.0
20200910,430.0,3,3273.0,642406.0,3770,56019.0,346,UT,47545.0
20200910,2708.0,11,10085.0,,0,130525.0,1236,VA,
20200910,18.0,0,,16668.0,415,1197.0,6,VI,1119.0
20200910,58.0,0,,144332.0,516,1660.0,3,VT,1480.0
20200910,1985.0,7,6993.0,,0,80599.0,564,WA,
20200910,1201.0,10,6222.0,1245448.0,7275,90182.0,1592,WI,74834.0
20200910,257.0,3,,,0,12017.0,209,WV,8904.0
20200910,42.0,0,224.0,81100.0,416,4199.0,48,WY,3553.0
20200909,42.0,0,268.0,,0,5908.0,65,AK,2340.0
20200909,2285.0,8,15339.0,863982.0,5193,134417.0,811,AL,54223.0
20200909,928.0,11,4574.0,716973.0,0,67255.0,498,AR,59920.0
20200909,0.0,0,,1571.0,0,0.0,0,AS,
20200909,5251.0,30,21593.0,1062656.0,2102,206541.0,496,AZ,
20200909,13841.0,83,,,0,739527.0,1616,CA,
20200909,1977.0,4,7173.0,700432.0,2865,59920.0,246,CO,
20200909,4474.0,0,11275.0,,0,53871.0,89,CT,9049.0
20200909,615.0,4,,,0,14387.0,25,DC,11452.0
20200909,609.0,0,,235662.0,0,18308.0,0,DE,9920.0
20200909,12269.0,202,40985.0,4179100.0,12319,644781.0,2006,FL,
20200909,6128.0,58,25845.0,,0,287287.0,1937,GA,
20200909,21.0,2,,40337.0,638,1758.0,45,GU,1042.0
20200909,88.0,2,599.0,227761.0,708,10156.0,197,HI,3063.0
20200909,1194.0,14,,592072.0,2234,69503.0,364,IA,51014.0
20200909,389.0,4,1502.0,236553.0,1056,33981.0,240,ID,16956.0
20200909,8433.0,28,,,0,255618.0,1337,IL,
20200909,3397.0,17,11528.0,1056533.0,6450,101485.0,705,IN,
20200909,495.0,10,2470.0,394004.0,4232,47410.0,496,KS,
20200909,1013.0,16,4777.0,,0,53977.0,658,KY,10725.0
20200909,5140.0,22,,1844072.0,30047,155890.0,1561,LA,140440.0
20200909,9146.0,5,12387.0,1766927.0,11168,123143.0,181,MA,107501.0
20200909,3816.0,9,14672.0,1301947.0,4588,113575.0,336,MD,7157.0
20200909,134.0,0,429.0,,0,4734.0,21,ME,4135.0
20200909,6887.0,76,,,0,119863.0,961,MI,80678.0
20200909,1921.0,7,6792.0,1122325.0,2063,81868.0,260,MN,75055.0
20200909,1673.0,12,,974434.0,8317,96475.0,1362,MO,
20200909,2.0,0,4.0,13486.0,0,59.0,0,MP,29.0
20200909,2623.0,38,5410.0,521833.0,2751,87805.0,426,MS,74098.0
20200909,122.0,3,509.0,,0,8468.0,87,MT,6318.0
20200909,2958.0,49,,,0,179532.0,897,NC,
20200909,160.0,0,611.0,198849.0,592,14078.0,236,ND,11733.0
20200909,406.0,2,2089.0,348872.0,6547,36477.0,502,NE,28051.0
20200909,433.0,0,719.0,216915.0,1446,7517.0,23,NH,6842.0
20200909,16003.0,8,22854.0,2896159.0,20080,198841.0,391,NJ,
20200909,813.0,6,3219.0,,0,26268.0,87,NM,13928.0
20200909,1412.0,19,,552616.0,668,72258.0,154,NV,
20200909,25370.0,3,,,0,441154.0,576,NY,
20200909,4324.0,26,14083.0,,0,132965.0,973,OH,111201.0
20200909,863.0,9,5253.0,887607.0,27521,65929.0,876,OK,55405.0
20200909,486.0,4,2206.0,563144.0,3168,28355.0,165,OR,5252.0
20200909,7805.0,14,,1625640.0,10923,141290.0,931,PA,115857.0
20200909,500.0,18,,305972.0,0,16789.0,1,PR,
20200909,1062.0,3,2604.0,276338.0,7491,22676.0,84,RI,
20200909,2942.0,30,8236.0,891106.0,2863,126213.0,305,SC,51431.0
20200909,173.0,0,1109.0,142318.0,1035,15571.0,168,SD,12964.0
20200909,1931.0,35,7444.0,,0,166587.0,833,TN,149698.0
20200909,13692.0,139,,,0,645791.0,4000,TX,558894.0
20200909,427.0,3,3263.0,638636.0,2636,55673.0,314,UT,47084.0
20200909,2697.0,11,10008.0,,0,129289.0,882,VA,
20200909,18.0,0,,16253.0,0,1191.0,0,VI,1070.0
20200909,58.0,0,,143816.0,379,1657.0,5,VT,1468.0
20200909,1978.0,25,6966.0,,0,80035.0,219,WA,
20200909,1191.0,15,6173.0,1238173.0,8014,88590.0,913,WI,73964.0
20200909,254.0,4,,,0,11808.0,147,WV,8748.0
20200909,42.0,0,221.0,80684.0,3318,4151.0,48,WY,3484.0
20200908,42.0,0,265.0,,0,5843.0,33,AK,2339.0
20200908,2277.0,1,15137.0,858789.0,3767,133606.0,633,AL,51154.0
20200908,917.0,9,4524.0,716973.0,10440,66757.0,477,AR,59260.0
20200908,0.0,0,,1571.0,57,0.0,0,AS,
20200908,5221.0,2,21522.0,1060554.0,3121,206045.0,81,AZ,
20200908,13758.0,32,,,0,737911.0,2676,CA,
20200908,1973.0,0,7161.0,697567.0,2735,59674.0,187,CO,
20200908,4474.0,6,11275.0,,0,53782.0,417,CT,9049.0
20200908,611.0,0,,,0,14362.0,47,DC,11414.0
20200908,609.0,0,,235662.0,1309,18308.0,59,DE,9920.0
20200908,12067.0,44,40661.0,4166781.0,13366,642775.0,1797,FL,
20200908,6070.0,26,25589.0,,0,285350.0,1543,GA,
20200908,19.0,1,,39699.0,629,1713.0,42,GU,951.0
20200908,86.0,1,598.0,227053.0,2005,9959.0,104,HI,3028.0
20200908,1180.0,12,,589838.0,2676,69139.0,455,IA,50466.0
20200908,385.0,0,1468.0,235497.0,975,33741.0,74,ID,16760.0
20200908,8405.0,7,,,0,254281.0,1392,IL,
20200908,3380.0,12,11467.0,1050083.0,3905,100780.0,386,IN,
20200908,485.0,0,2441.0,389772.0,0,46914.0,0,KS,
20200908,997.0,1,4730.0,,0,53319.0,255,KY,10665.0
20200908,5118.0,13,,1814025.0,3869,154329.0,256,LA,134432.0
20200908,9141.0,8,12368.0,1755759.0,9271,122962.0,171,MA,105769.0
20200908,3807.0,3,14636.0,1297359.0,5053,113239.0,356,MD,7142.0
20200908,134.0,0,429.0,,0,4713.0,12,ME,4086.0
20200908,6811.0,1,,,0,118902.0,499,MI,80678.0
20200908,1914.0,2,6760.0,1120262.0,3812,81608.0,383,MN,74235.0
20200908,1661.0,2,,966117.0,6072,95113.0,773,MO,
20200908,2.0,0,4.0,13486.0,0,59.0,1,MP,29.0
20200908,2585.0,0,5410.0,519082.0,8161,87379.0,249,MS,74098.0
20200908,119.0,1,502.0,,0,8381.0,65,MT,6270.0
20200908,2909.0,12,,,0,178635.0,716,NC,
20200908,160.0,0,604.0,198257.0,160,13842.0,74,ND,11452.0
20200908,404.0,0,2079.0,342325.0,750,35975.0,89,NE,27921.0
20200908,433.0,0,718.0,215469.0,646,7494.0,18,NH,6825.0
20200908,15995.0,5,22812.0,2876079.0,15941,198450.0,308,NJ,
20200908,807.0,0,3202.0,,0,26181.0,37,NM,13701.0
20200908,1393.0,0,,551948.0,1273,72104.0,137,NV,
20200908,25367.0,6,,,0,440578.0,557,NY,
20200908,4298.0,22,13967.0,,0,131992.0,656,OH,110279.0
20200908,854.0,1,5137.0,860086.0,0,65053.0,833,OK,54269.0
20200908,482.0,1,2161.0,559976.0,2595,28190.0,146,OR,5198.0
20200908,7791.0,11,,1614717.0,6339,140359.0,496,PA,113690.0
20200908,482.0,5,,305972.0,0,16788.0,96,PR,
20200908,1059.0,0,2589.0,268847.0,390,22592.0,20,RI,
20200908,2912.0,5,8182.0,888243.0,4140,125908.0,301,SC,51431.0
20200908,173.0,0,1094.0,141283.0,490,15403.0,103,SD,12551.0
20200908,1896.0,27,7355.0,,0,165754.0,645,TN,148165.0
20200908,13553.0,61,,,0,641791.0,1421,TX,553409.0
20200908,424.0,1,3242.0,636000.0,2228,55359.0,326,UT,46722.0
20200908,2686.0,2,9932.0,,0,128407.0,836,VA,
20200908,18.0,1,,16253.0,23,1191.0,1,VI,1070.0
20200908,58.0,0,,143437.0,672,1652.0,2,VT,1465.0
20200908,1953.0,0,6913.0,,0,79816.0,163,WA,
20200908,1176.0,0,6118.0,1230159.0,3366,87677.0,749,WI,73122.0
20200908,250.0,3,,,0,11661.0,86,WV,8626.0
20200908,42.0,0,219.0,77366.0,3054,4103.0,71,WY,3451.0
20200907,42.0,0,260.0,,0,5810.0,34,AK,2323.0
20200907,2276.0,0,14914.0,855022.0,3028,132973.0,659,AL,51154.0
20200907,908.0,14,4486.0,706533.0,5812,66280.0,1054,AR,58757.0
20200907,0.0,0,,1514.0,0,0.0,0,AS,
20200907,5219.0,-2,21525.0,1057433.0,4181,205964.0,198,AZ,
20200907,13726.0,17,,,0,735235.0,3091,CA,
20200907,1973.0,1,7142.0,694832.0,5645,59487.0,213,CO,
20200907,4468.0,0,11275.0,,0,53365.0,0,CT,9049.0
20200907,611.0,0,,,0,14315.0,36,DC,11366.0
20200907,609.0,0,,234353.0,1613,18249.0,206,DE,9847.0
20200907,12023.0,22,40547.0,4153415.0,15076,640978.0,1812,FL,
20200907,6044.0,7,25538.0,,0,283807.0,608,GA,
20200907,18.0,2,,39070.0,0,1671.0,0,GU,744.0
20200907,85.0,1,597.0,225048.0,4945,9855.0,162,HI,2991.0
20200907,1168.0,3,,587162.0,2516,68684.0,393,IA,49884.0
20200907,385.0,1,1466.0,234522.0,827,33667.0,190,ID,16554.0
20200907,8398.0,8,,,0,252889.0,1381,IL,
20200907,3368.0,4,11410.0,1046178.0,7114,100394.0,590,IN,
20200907,485.0,4,2441.0,389772.0,7787,46914.0,1694,KS,
20200907,996.0,0,4728.0,,0,53064.0,290,KY,10648.0
20200907,5105.0,12,,1810156.0,4676,154073.0,309,LA,134432.0
20200907,9133.0,8,12357.0,1746488.0,9648,122791.0,229,MA,105769.0
20200907,3804.0,5,14603.0,1292306.0,11101,112883.0,764,MD,7112.0
20200907,134.0,0,427.0,,0,4701.0,19,ME,4076.0
20200907,6810.0,4,,,0,118403.0,1212,MI,80678.0
20200907,1912.0,3,6743.0,1116450.0,8744,81225.0,638,MN,73403.0
20200907,1659.0,1,,960045.0,7636,94340.0,906,MO,
20200907,2.0,0,4.0,13486.0,0,58.0,0,MP,29.0
20200907,2585.0,1,5326.0,510921.0,0,87130.0,242,MS,67918.0
20200907,118.0,1,498.0,,0,8316.0,52,MT,6246.0
20200907,2897.0,7,,,0,177919.0,1018,NC,
20200907,160.0,0,602.0,198097.0,729,13768.0,169,ND,11080.0
20200907,404.0,0,2068.0,341575.0,552,35886.0,81,NE,27710.0
20200907,433.0,0,718.0,214823.0,1608,7476.0,29,NH,6805.0
20200907,15990.0,2,22802.0,2860138.0,51889,198142.0,360,NJ,
20200907,807.0,4,3195.0,,0,26144.0,37,NM,13604.0
20200907,1393.0,4,,550675.0,2803,71967.0,357,NV,
20200907,25361.0,2,,,0,440021.0,520,NY,
20200907,4276.0,17,13887.0,,0,131336.0,778,OH,108578.0
20200907,853.0,0,5113.0,860086.0,0,64220.0,613,OK,53414.0
20200907,481.0,1,2161.0,557381.0,5130,28044.0,188,OR,5198.0
20200907,7780.0,20,,1608378.0,9079,139863.0,547,PA,114687.0
20200907,477.0,0,,305972.0,0,16692.0,423,PR,
20200907,1059.0,1,2589.0,268457.0,1768,22572.0,53,RI,
20200907,2907.0,20,8171.0,884103.0,7830,125607.0,655,SC,51431.0
20200907,173.0,0,1084.0,140793.0,801,15300.0,191,SD,12235.0
20200907,1869.0,4,7312.0,,0,165109.0,983,TN,146213.0
20200907,13492.0,20,,,0,640370.0,2060,TX,543412.0
20200907,423.0,1,3225.0,633772.0,2509,55033.0,373,UT,46468.0
20200907,2684.0,6,9902.0,,0,127571.0,645,VA,
20200907,17.0,0,,16230.0,86,1190.0,9,VI,1069.0
20200907,58.0,0,,142765.0,1843,1650.0,4,VT,1465.0
20200907,1953.0,0,6860.0,,0,79653.0,304,WA,
20200907,1176.0,0,6089.0,1226793.0,4899,86928.0,575,WI,72478.0
20200907,247.0,1,,,0,11575.0,163,WV,8581.0
20200907,42.0,0,219.0,74312.0,0,4032.0,0,WY,3416.0
20200906,42.0,0,256.0,,0,5776.0,95,AK,2323.0
20200906,2276.0,1,14914.0,851994.0,5824,132314.0,511,AL,51154.0
20200906,894.0,12,4462.0,700721.0,0,65226.0,0,AR,58295.0
20200906,0.0,0,,1514.0,0,0.0,0,AS,
20200906,5221.0,14,21527.0,1053252.0,5993,205766.0,250,AZ,
20200906,13709.0,66,,,0,732144.0,4905,CA,
20200906,1972.0,1,7138.0,689187.0,5604,59274.0,285,CO,
20200906,4468.0,0,11275.0,,0,53365.0,0,CT,9049.0
20200906,611.0,0,,,0,14279.0,41,DC,11355.0
20200906,609.0,1,,232740.0,2000,18043.0,151,DE,9696.0
20200906,12001.0,38,40487.0,4138339.0,18399,639166.0,2513,FL,
20200906,6037.0,60,25523.0,,0,283199.0,1651,GA,
20200906,16.0,1,,39070.0,0,1671.0,0,GU,744.0
20200906,84.0,3,592.0,220103.0,8185,9693.0,220,HI,2931.0
20200906,1165.0,4,,584646.0,3777,68291.0,649,IA,49723.0
20200906,384.0,2,1466.0,233695.0,1246,33477.0,281,ID,16339.0
20200906,8390.0,5,,,0,251508.0,1403,IL,
20200906,3364.0,2,11365.0,1039064.0,8947,99804.0,843,IN,
20200906,481.0,0,2415.0,381985.0,0,45220.0,0,KS,
20200906,996.0,3,4713.0,,0,52774.0,310,KY,10613.0
20200906,5093.0,58,,1805480.0,25205,153764.0,1395,LA,134432.0
20200906,9125.0,9,12350.0,1736840.0,17361,122562.0,366,MA,105769.0
20200906,3799.0,3,14573.0,1281205.0,8357,112119.0,512,MD,7103.0
20200906,134.0,0,424.0,,0,4682.0,15,ME,4049.0
20200906,6806.0,0,,,0,117191.0,0,MI,80678.0
20200906,1909.0,6,6719.0,1107706.0,9786,80587.0,707,MN,72463.0
20200906,1658.0,19,,952409.0,6310,93434.0,1232,MO,
20200906,2.0,0,4.0,13486.0,0,58.0,0,MP,29.0
20200906,2584.0,15,5326.0,510921.0,0,86888.0,410,MS,67918.0
20200906,117.0,1,486.0,,0,8264.0,100,MT,6243.0
20200906,2890.0,1,,,0,176901.0,1086,NC,
20200906,160.0,1,598.0,197368.0,1203,13599.0,298,ND,10821.0
20200906,404.0,0,2065.0,341023.0,1160,35805.0,144,NE,27473.0
20200906,433.0,1,718.0,213215.0,1894,7447.0,23,NH,6766.0
20200906,15988.0,4,22796.0,2808249.0,36949,197782.0,351,NJ,
20200906,803.0,3,3186.0,,0,26107.0,59,NM,13530.0
20200906,1389.0,1,,547872.0,5970,71610.0,508,NV,
20200906,25359.0,9,,,0,439501.0,729,NY,
20200906,4259.0,3,13841.0,,0,130558.0,773,OH,108578.0
20200906,853.0,3,5105.0,860086.0,0,63607.0,420,OK,53059.0
20200906,480.0,5,2161.0,552251.0,2923,27856.0,255,OR,5198.0
20200906,7760.0,0,,1599299.0,10218,139316.0,691,PA,114239.0
20200906,477.0,13,,305972.0,0,16269.0,26,PR,
20200906,1058.0,0,2587.0,266689.0,1486,22519.0,35,RI,
20200906,2887.0,10,8144.0,876273.0,6635,124952.0,663,SC,51431.0
20200906,173.0,0,1079.0,139992.0,974,15109.0,220,SD,11918.0
20200906,1865.0,3,7296.0,,0,164126.0,1764,TN,145359.0
20200906,13472.0,64,,,0,638310.0,2995,TX,543412.0
20200906,422.0,2,3207.0,631263.0,4097,54660.0,388,UT,46233.0
20200906,2678.0,1,9881.0,,0,126926.0,1199,VA,
20200906,17.0,1,,16144.0,100,1181.0,14,VI,1069.0
20200906,58.0,0,,140922.0,915,1646.0,1,VT,1456.0
20200906,1953.0,0,6842.0,,0,79349.0,507,WA,
20200906,1176.0,0,6070.0,1221894.0,4616,86353.0,890,WI,71906.0
20200906,246.0,3,,,0,11412.0,123,WV,8556.0
20200906,42.0,0,219.0,74312.0,0,4032.0,26,WY,3416.0
20200905,42.0,2,256.0,,0,5681.0,87,AK,2321.0
20200905,2275.0,9,14914.0,846170.0,6150,131803.0,1410,AL,51154.0
20200905,882.0,9,4456.0,700721.0,16485,65226.0,548,AR,57968.0
20200905,0.0,0,,1514.0,0,0.0,0,AS,
20200905,5207.0,36,21520.0,1047259.0,15012,205516.0,835,AZ,
20200905,13643.0,153,,,0,727239.0,4956,CA,
20200905,1971.0,5,7134.0,683583.0,6270,58989.0,334,CO,
20200905,4468.0,0,11275.0,,0,53365.0,0,CT,9049.0
20200905,611.0,0,,,0,14238.0,52,DC,11323.0
20200905,608.0,2,,230740.0,1850,17892.0,140,DE,9641.0
20200905,11963.0,60,40373.0,4119940.0,20144,636653.0,3593,FL,
20200905,5977.0,46,25501.0,,0,281548.0,2194,GA,
20200905,15.0,1,,39070.0,577,1671.0,52,GU,744.0
20200905,81.0,2,583.0,211918.0,7398,9473.0,271,HI,2855.0
20200905,1161.0,20,,580869.0,5148,67642.0,1028,IA,49521.0
20200905,382.0,10,1461.0,232449.0,1649,33196.0,269,ID,16071.0
20200905,8385.0,23,,,0,250105.0,2806,IL,
20200905,3362.0,12,11318.0,1030117.0,10574,98961.0,1077,IN,
20200905,481.0,0,2415.0,381985.0,0,45220.0,0,KS,
20200905,993.0,6,4713.0,,0,52464.0,787,KY,10613.0
20200905,5035.0,0,,1780275.0,0,152369.0,0,LA,134432.0
20200905,9116.0,16,12347.0,1719479.0,20373,122196.0,438,MA,105769.0
20200905,3796.0,7,14516.0,1272848.0,12214,111607.0,776,MD,7099.0
20200905,134.0,0,424.0,,0,4667.0,35,ME,4037.0
20200905,6806.0,8,,,0,117191.0,896,MI,80678.0
20200905,1903.0,4,6676.0,1097920.0,8579,79880.0,914,MN,71507.0
20200905,1639.0,77,,946099.0,14584,92202.0,1987,MO,
20200905,2.0,0,4.0,13486.0,0,58.0,1,MP,29.0
20200905,2569.0,11,5326.0,510921.0,9456,86478.0,539,MS,67918.0
20200905,116.0,2,477.0,,0,8164.0,145,MT,6219.0
20200905,2889.0,50,,,0,175815.0,1561,NC,
20200905,159.0,5,596.0,196165.0,1382,13301.0,355,ND,10640.0
20200905,404.0,0,2060.0,339863.0,1740,35661.0,192,NE,26973.0
20200905,432.0,0,717.0,211321.0,1426,7424.0,56,NH,6742.0
20200905,15984.0,7,22790.0,2771300.0,0,197431.0,384,NJ,
20200905,800.0,6,3171.0,,0,26048.0,146,NM,13460.0
20200905,1388.0,13,,541902.0,3799,71102.0,390,NV,
20200905,25350.0,2,,,0,438772.0,801,NY,
20200905,4256.0,8,13808.0,,0,129785.0,1341,OH,107972.0
20200905,850.0,4,5105.0,860086.0,7731,63187.0,1147,OK,52740.0
20200905,475.0,5,2161.0,549328.0,5539,27601.0,265,OR,5198.0
20200905,7760.0,18,,1589081.0,12202,138625.0,963,PA,112286.0
20200905,464.0,9,,305972.0,0,16243.0,142,PR,
20200905,1058.0,3,2581.0,265203.0,3440,22484.0,241,RI,
20200905,2877.0,31,8133.0,869638.0,10979,124289.0,964,SC,51431.0
20200905,173.0,3,1068.0,139018.0,1321,14889.0,293,SD,11659.0
20200905,1862.0,25,7276.0,,0,162362.0,1765,TN,144383.0
20200905,13408.0,177,,,0,635315.0,4486,TX,538282.0
20200905,420.0,1,3188.0,627166.0,4332,54272.0,433,UT,45896.0
20200905,2677.0,15,9849.0,,0,125727.0,948,VA,
20200905,16.0,0,,16044.0,254,1167.0,17,VI,1061.0
20200905,58.0,0,,140007.0,853,1645.0,5,VT,1451.0
20200905,1953.0,8,6848.0,,0,78842.0,527,WA,
20200905,1176.0,15,6048.0,1217278.0,7075,85463.0,999,WI,71153.0
20200905,243.0,0,,,0,11289.0,252,WV,8516.0
20200905,42.0,0,223.0,74312.0,0,4006.0,17,WY,3404.0
20200904,40.0,0,252.0,,0,5594.0,119,AK,2295.0
20200904,2266.0,33,14801.0,840020.0,3331,130393.0,1108,AL,51154.0
20200904,873.0,12,4422.0,684236.0,8899,64678.0,1174,AR,57547.0
20200904,0.0,0,,1514.0,0,0.0,0,AS,
20200904,5171.0,41,21498.0,1032247.0,13341,204681.0,728,AZ,
20200904,13490.0,163,,,0,722283.0,5106,CA,
20200904,1966.0,11,7125.0,677313.0,6585,58655.0,368,CO,
20200904,4468.0,0,11275.0,,0,53365.0,156,CT,9049.0
20200904,611.0,2,,,0,14186.0,51,DC,11297.0
20200904,606.0,0,,228890.0,1995,17752.0,99,DE,9582.0
20200904,11903.0,103,40127.0,4099796.0,19113,633060.0,3147,FL,
20200904,5931.0,63,25402.0,,0,279354.0,2066,GA,
20200904,14.0,1,,38493.0,563,1619.0,59,GU,744.0
20200904,79.0,4,573.0,204520.0,6080,9202.0,211,HI,2778.0
20200904,1141.0,6,,575721.0,6486,66614.0,1091,IA,49053.0
20200904,372.0,0,1442.0,230800.0,2064,32927.0,263,ID,15787.0
20200904,8362.0,38,,,0,247299.0,5594,IL,
20200904,3350.0,18,11265.0,1019543.0,13359,97884.0,1030,IN,
20200904,481.0,23,2415.0,381985.0,6678,45220.0,1280,KS,
20200904,987.0,11,4699.0,,0,51677.0,792,KY,10587.0
